check_in_date,property_id,property_name,category,city,room_class,no_guests,booking_platform,booking_status,ratings_given,revenue_generated,revenue_realized,Profitability_Index,successful_bookings,capacity,mmm yy,week no,day_type,length_of_stay,advance_booking
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,tripster,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,others,Checked Out,4.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,direct offline,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,1,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,2,makeyourtrip,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,4,20
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,direct online,Checked Out,3.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,1,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,2,makeyourtrip,Cancelled,5.0,9100,3640,0.4,27,41,Jun 22,W 24,weekeday,2,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,others,Cancelled,5.0,9100,3640,0.4,27,41,Jun 22,W 24,weekeday,1,3
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,2,tripster,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,1,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,3,others,Checked Out,4.0,10010,10010,1.0,27,41,Jun 22,W 24,weekeday,3,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,tripster,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,4,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,others,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,4,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,others,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,logtrip,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,1,4
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,direct online,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,others,Checked Out,4.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,1,2
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,direct offline,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,5,2
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,2,direct online,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,others,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,others,Cancelled,5.0,9100,3640,0.4,27,41,Jun 22,W 24,weekeday,3,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,makeyourtrip,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,4,5
2022-06-08,16563,Atliq Palace,Business,Delhi,Standard,1,others,Checked Out,5.0,9100,9100,1.0,27,41,Jun 22,W 24,weekeday,2,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,others,Checked Out,4.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,6,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,others,Checked Out,5.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,1,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,makeyourtrip,Checked Out,5.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,4,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,others,Checked Out,5.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,3,2
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,3,others,Cancelled,5.0,13860,5544,0.4,23,38,Jun 22,W 24,weekeday,4,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,others,Checked Out,4.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,2,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,makeyourtrip,Checked Out,5.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,others,Cancelled,5.0,12600,5040,0.4,23,38,Jun 22,W 24,weekeday,1,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,2,others,Cancelled,5.0,12600,5040,0.4,23,38,Jun 22,W 24,weekeday,1,3
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,tripster,Cancelled,5.0,12600,5040,0.4,23,38,Jun 22,W 24,weekeday,1,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,2,direct offline,Checked Out,5.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,4,others,Checked Out,5.0,15120,15120,1.0,23,38,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,others,Checked Out,5.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,1,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,logtrip,Cancelled,5.0,12600,5040,0.4,23,38,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,others,Checked Out,5.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,makeyourtrip,Cancelled,5.0,12600,5040,0.4,23,38,Jun 22,W 24,weekeday,1,4
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,others,Checked Out,2.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,3,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,makeyourtrip,Checked Out,5.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,4,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,journey,Checked Out,5.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,3,others,Checked Out,5.0,13860,13860,1.0,23,38,Jun 22,W 24,weekeday,2,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,direct online,Checked Out,5.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,1,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,makeyourtrip,Checked Out,5.0,12600,12600,1.0,23,38,Jun 22,W 24,weekeday,1,2
2022-06-08,16563,Atliq Palace,Business,Delhi,Elite,1,others,Cancelled,5.0,12600,5040,0.4,23,38,Jun 22,W 24,weekeday,2,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,1,direct offline,Checked Out,5.0,16800,16800,1.0,12,20,Jun 22,W 24,weekeday,1,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,1,makeyourtrip,Checked Out,5.0,16800,16800,1.0,12,20,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,1,others,Checked Out,5.0,16800,16800,1.0,12,20,Jun 22,W 24,weekeday,2,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,1,others,Cancelled,5.0,16800,6720,0.4,12,20,Jun 22,W 24,weekeday,4,24
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,1,direct online,Cancelled,5.0,16800,6720,0.4,12,20,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,1,direct offline,Checked Out,5.0,16800,16800,1.0,12,20,Jun 22,W 24,weekeday,1,2
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,1,direct offline,Checked Out,5.0,16800,16800,1.0,12,20,Jun 22,W 24,weekeday,1,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,1,others,Cancelled,5.0,16800,6720,0.4,12,20,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,3,direct online,Checked Out,5.0,18480,18480,1.0,12,20,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,1,logtrip,Cancelled,5.0,16800,6720,0.4,12,20,Jun 22,W 24,weekeday,3,2
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,1,journey,Cancelled,5.0,16800,6720,0.4,12,20,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Premium,1,others,Checked Out,5.0,16800,16800,1.0,12,20,Jun 22,W 24,weekeday,2,5
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,1,others,Checked Out,5.0,26600,26600,1.0,13,18,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,4,others,Cancelled,5.0,31920,12768,0.4,13,18,Jun 22,W 24,weekeday,1,7
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,3,logtrip,Checked Out,2.0,29260,29260,1.0,13,18,Jun 22,W 24,weekeday,1,2
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,1,direct offline,Checked Out,4.0,26600,26600,1.0,13,18,Jun 22,W 24,weekeday,2,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,2,journey,Cancelled,5.0,26600,10640,0.4,13,18,Jun 22,W 24,weekeday,6,2
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,2,tripster,Checked Out,5.0,26600,26600,1.0,13,18,Jun 22,W 24,weekeday,3,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,1,makeyourtrip,Cancelled,5.0,26600,10640,0.4,13,18,Jun 22,W 24,weekeday,5,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,4,direct online,Checked Out,1.0,31920,31920,1.0,13,18,Jun 22,W 24,weekeday,2,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,2,tripster,Cancelled,5.0,26600,10640,0.4,13,18,Jun 22,W 24,weekeday,3,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,2,logtrip,Cancelled,5.0,26600,10640,0.4,13,18,Jun 22,W 24,weekeday,2,1
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,6,others,Cancelled,5.0,37240,14896,0.4,13,18,Jun 22,W 24,weekeday,1,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,1,makeyourtrip,Cancelled,5.0,26600,10640,0.4,13,18,Jun 22,W 24,weekeday,5,0
2022-06-08,16563,Atliq Palace,Business,Delhi,Presidential,1,others,Cancelled,5.0,26600,10640,0.4,13,18,Jun 22,W 24,weekeday,1,0
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Standard,2,tripster,Checked Out,3.0,11050,11050,1.0,10,19,Jun 22,W 24,weekeday,4,6
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Standard,1,tripster,Cancelled,3.0,11050,4420,0.4,10,19,Jun 22,W 24,weekeday,2,4
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Standard,2,tripster,No Show,3.0,11050,11050,1.0,10,19,Jun 22,W 24,weekeday,1,5
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Standard,1,logtrip,Cancelled,3.0,11050,4420,0.4,10,19,Jun 22,W 24,weekeday,2,4
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Standard,3,makeyourtrip,Checked Out,4.0,12155,12155,1.0,10,19,Jun 22,W 24,weekeday,2,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Standard,2,makeyourtrip,Cancelled,3.0,11050,4420,0.4,10,19,Jun 22,W 24,weekeday,6,7
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Standard,2,direct offline,Cancelled,3.0,11050,4420,0.4,10,19,Jun 22,W 24,weekeday,2,7
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Standard,2,journey,Checked Out,3.0,11050,11050,1.0,10,19,Jun 22,W 24,weekeday,1,21
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Standard,3,makeyourtrip,Checked Out,3.0,12155,12155,1.0,10,19,Jun 22,W 24,weekeday,1,5
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Standard,1,journey,Checked Out,1.0,11050,11050,1.0,10,19,Jun 22,W 24,weekeday,1,5
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,direct offline,Checked Out,3.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,2,4
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,makeyourtrip,Checked Out,3.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,2,4
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,4,makeyourtrip,Checked Out,5.0,18360,18360,1.0,25,50,Jun 22,W 24,weekeday,1,21
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,journey,Checked Out,3.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,2,6
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,3,others,Checked Out,3.0,16830,16830,1.0,25,50,Jun 22,W 24,weekeday,6,2
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,direct online,Checked Out,3.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,6,5
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,others,Checked Out,4.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,1,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,4,others,Checked Out,3.0,18360,18360,1.0,25,50,Jun 22,W 24,weekeday,2,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,logtrip,Cancelled,3.0,15300,6120,0.4,25,50,Jun 22,W 24,weekeday,1,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,4,makeyourtrip,Checked Out,3.0,18360,18360,1.0,25,50,Jun 22,W 24,weekeday,4,2
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,direct online,Checked Out,3.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,1,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,others,Checked Out,2.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,1,6
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,3,direct online,Checked Out,3.0,16830,16830,1.0,25,50,Jun 22,W 24,weekeday,5,6
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,4,others,Checked Out,2.0,18360,18360,1.0,25,50,Jun 22,W 24,weekeday,1,2
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,others,Checked Out,5.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,1,6
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,others,Cancelled,3.0,15300,6120,0.4,25,50,Jun 22,W 24,weekeday,4,4
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,3,others,Cancelled,3.0,16830,6732,0.4,25,50,Jun 22,W 24,weekeday,2,5
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,1,makeyourtrip,Checked Out,2.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,1,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,1,others,Checked Out,3.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,1,2
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,1,makeyourtrip,Checked Out,3.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,3,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,others,Checked Out,3.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,5,4
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,3,others,Checked Out,3.0,16830,16830,1.0,25,50,Jun 22,W 24,weekeday,5,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,journey,Cancelled,3.0,15300,6120,0.4,25,50,Jun 22,W 24,weekeday,1,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,others,Checked Out,3.0,15300,15300,1.0,25,50,Jun 22,W 24,weekeday,6,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Elite,2,logtrip,Cancelled,3.0,15300,6120,0.4,25,50,Jun 22,W 24,weekeday,1,21
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,6,others,Checked Out,3.0,28560,28560,1.0,15,27,Jun 22,W 24,weekeday,2,4
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,3,makeyourtrip,Checked Out,3.0,22440,22440,1.0,15,27,Jun 22,W 24,weekeday,6,5
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,2,direct online,Checked Out,3.0,20400,20400,1.0,15,27,Jun 22,W 24,weekeday,2,2
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,2,others,Cancelled,3.0,20400,8160,0.4,15,27,Jun 22,W 24,weekeday,6,2
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,2,others,Checked Out,3.0,20400,20400,1.0,15,27,Jun 22,W 24,weekeday,2,5
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,2,makeyourtrip,Cancelled,3.0,20400,8160,0.4,15,27,Jun 22,W 24,weekeday,1,2
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,2,others,Checked Out,2.0,20400,20400,1.0,15,27,Jun 22,W 24,weekeday,1,5
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,1,others,Checked Out,1.0,20400,20400,1.0,15,27,Jun 22,W 24,weekeday,2,5
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,2,makeyourtrip,Checked Out,4.0,20400,20400,1.0,15,27,Jun 22,W 24,weekeday,5,4
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,2,direct online,No Show,3.0,20400,20400,1.0,15,27,Jun 22,W 24,weekeday,4,7
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,3,logtrip,Checked Out,3.0,22440,22440,1.0,15,27,Jun 22,W 24,weekeday,5,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,2,others,Checked Out,3.0,20400,20400,1.0,15,27,Jun 22,W 24,weekeday,1,4
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,2,others,Cancelled,3.0,20400,8160,0.4,15,27,Jun 22,W 24,weekeday,5,6
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,2,logtrip,Checked Out,3.0,20400,20400,1.0,15,27,Jun 22,W 24,weekeday,1,2
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Premium,4,journey,Cancelled,3.0,24480,9792,0.4,15,27,Jun 22,W 24,weekeday,1,20
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Presidential,1,others,Checked Out,3.0,32300,32300,1.0,4,6,Jun 22,W 24,weekeday,5,2
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Presidential,2,others,Checked Out,3.0,32300,32300,1.0,4,6,Jun 22,W 24,weekeday,2,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Presidential,2,makeyourtrip,Checked Out,3.0,32300,32300,1.0,4,6,Jun 22,W 24,weekeday,5,3
2022-06-08,17558,Atliq Grands,Luxury,Mumbai,Presidential,4,others,Checked Out,3.0,38760,38760,1.0,4,6,Jun 22,W 24,weekeday,1,2
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Checked Out,5.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,4,4
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Cancelled,5.0,11050,4420,0.4,24,32,Jun 22,W 24,weekeday,1,3
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Checked Out,5.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,1,6
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Cancelled,5.0,11050,4420,0.4,24,32,Jun 22,W 24,weekeday,3,4
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Checked Out,5.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,3,6
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Checked Out,4.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,2,0
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,3,makeyourtrip,Checked Out,5.0,12155,12155,1.0,24,32,Jun 22,W 24,weekeday,1,5
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Checked Out,5.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,2,3
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,3,others,Checked Out,5.0,12155,12155,1.0,24,32,Jun 22,W 24,weekeday,4,2
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,direct offline,Checked Out,3.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,1,5
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,1,others,Checked Out,5.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,1,7
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,1,logtrip,Cancelled,5.0,11050,4420,0.4,24,32,Jun 22,W 24,weekeday,6,21
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Checked Out,5.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,5,2
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,4,logtrip,Checked Out,4.0,13260,13260,1.0,24,32,Jun 22,W 24,weekeday,1,6
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,1,direct offline,Checked Out,5.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,5,2
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,3,others,Checked Out,5.0,12155,12155,1.0,24,32,Jun 22,W 24,weekeday,1,7
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,makeyourtrip,Cancelled,5.0,11050,4420,0.4,24,32,Jun 22,W 24,weekeday,1,5
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Cancelled,5.0,11050,4420,0.4,24,32,Jun 22,W 24,weekeday,2,5
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,3,tripster,Cancelled,5.0,12155,4862,0.4,24,32,Jun 22,W 24,weekeday,1,4
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Checked Out,5.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,3,7
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,makeyourtrip,Checked Out,2.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,6,2
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,logtrip,Checked Out,5.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,6,6
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,tripster,Checked Out,5.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,2,3
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,logtrip,Checked Out,5.0,11050,11050,1.0,24,32,Jun 22,W 24,weekeday,1,4
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Checked Out,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,1,7
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,logtrip,Checked Out,4.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,1,2
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,tripster,Cancelled,5.0,15300,6120,0.4,24,39,Jun 22,W 24,weekeday,1,3
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,others,Cancelled,5.0,15300,6120,0.4,24,39,Jun 22,W 24,weekeday,1,5
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Cancelled,5.0,15300,6120,0.4,24,39,Jun 22,W 24,weekeday,3,24
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,makeyourtrip,Checked Out,3.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,5,1
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,others,Cancelled,5.0,15300,6120,0.4,24,39,Jun 22,W 24,weekeday,2,5
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,tripster,Checked Out,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,2,21
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,makeyourtrip,Checked Out,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,1,0
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,4,logtrip,Checked Out,5.0,18360,18360,1.0,24,39,Jun 22,W 24,weekeday,1,3
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,makeyourtrip,Checked Out,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,6,21
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,No Show,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,1,5
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Checked Out,4.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,1,3
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,3,makeyourtrip,Checked Out,4.0,16830,16830,1.0,24,39,Jun 22,W 24,weekeday,6,6
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Checked Out,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,2,6
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Checked Out,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,3,2
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,others,Cancelled,5.0,15300,6120,0.4,24,39,Jun 22,W 24,weekeday,1,2
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,others,Cancelled,5.0,15300,6120,0.4,24,39,Jun 22,W 24,weekeday,1,2
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,direct offline,Checked Out,4.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,1,4
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,logtrip,Checked Out,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,6,3
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Checked Out,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,2,24
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Checked Out,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,5,3
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,makeyourtrip,Checked Out,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,3,3
2022-06-08,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,journey,Checked Out,5.0,15300,15300,1.0,24,39,Jun 22,W 24,weekeday,3,24
